16.2 , 3 , 2.8 , 1024.1 , 0 
13.8 , 3 , 2.6 , 1029.3 , 0 
18.1 , 4 , 2.7 , 1026.2 , 0 
12.0 , 9 , 2.6 , 1011.4 , 11.0
9.5 , 5 , 3.1 , 1014.0 , 8.0
9.4 , 5 , 4.1 , 1018.6 , 0 
14.0 , 4 , 3.3 , 1015.9 , 0 
12.2 , 4 , 2.1 , 1015.5 , 0.7
10.8 , 3 , 4.6 , 1012.7 , 0.0
11.9 , 6 , 4.5 , 1015.2 , 0 
14.6 , 5 , 2.9 , 1016.0 , 0 
16.4 , 3 , 2.7 , 1020.4 , 0 
24.1 , 3 , 2.5 , 1018.3 , 0 
22.8 , 3 , 3.2 , 1017.0 , 0 
19.9 , 3 , 2.1 , 1018.8 , 0.0
19.9 , 4 , 2.9 , 1018.5 , 0.0
21.6 , 3 , 2.7 , 1017.5 , 0 
17.5 , 5 , 3.2 , 1019.5 , 0 
15.8 , 5 , 4.0 , 1015.9 , 0.0
16.1 , 3 , 1.6 , 1014.5 , 4.7
17.6 , 3 , 3.7 , 1003.3 , 0.0
12.3 , 7 , 2.3 , 1007.1 , 26.3
9.8 , 7 , 3.2 , 1006.4 , 7.3
14.8 , 5 , 3.3 , 1017.2 , 1.7
16.6 , 4 , 3.2 , 1015.6 , 0 
15.7 , 9 , 1.3 , 1004.3 , 8.3
14.9 , 4 , 3.1 , 1015.1 , 0.1
19.0 , 3 , 3.0 , 1012.9 , 0 
13.7 , 7 , 6.0 , 1006.2 , 8.8
15.1 , 7 , 4.6 , 1001.3 , 0 
17.6 , 3 , 3.3 , 1009.5 , 0 
14.1 , 7 , 2.2 , 1013.0 , 0.0
23.0 , 3 , 3.3 , 1011.8 , 0 
26.2 , 3 , 0.5 , 1009.4 , 0 
25.5 , 4 , 3.1 , 1009.7 , 0 
26.6 , 5 , 2.9 , 1008.9 , 0 
20.9 , 9 , 2.3 , 1003.9 , 10.3
16.5 , 9 , 2.9 , 1000.3 , 52.5
16.5 , 8 , 1.4 , 1008.0 , 3.1
21.1 , 5 , 2.6 , 1009.5 , 0 
24.1 , 3 , 2.9 , 1009.8 , 0 
20.0 , 5 , 3.2 , 1000.7 , 0.0
17.9 , 7 , 1.2 , 1007.6 , 6.9
20.5 , 5 , 3.1 , 1010.2 , 0.2
21.3 , 5 , 3.9 , 1009.6 , 0 
20.5 , 4 , 2.5 , 1006.9 , 0 
17.8 , 3 , 3.5 , 1007.0 , 8.3
20.6 , 5 , 3.5 , 1004.7 , 0.0
16.6 , 8 , 3.8 , 1002.0 , 8.9
17.3 , 7 , 2.9 , 997.6 , 12.3
14.8 , 8 , 2.2 , 1008.6 , 0.3
24.6 , 4 , 1.0 , 1007.1 , 0 
22.6 , 6 , 2.1 , 1011.3 , 4.0
22.4 , 6 , 1.4 , 1013.3 , 3.2
26.5 , 4 , 2.8 , 1010.4 , 0 
18.6 , 9 , 1.2 , 1001.0 , 10.2
21.1 , 4 , 5.4 , 1001.3 , 0 
23.3 , 5 , 4.1 , 1000.1 , 0 
26.2 , 5 , 3.2 , 1007.1 , 0 
22.7 , 6 , 2.2 , 1014.0 , 0.0
25.6 , 7 , 2.3 , 1014.0 , 0.1
29.8 , 4 , 1.8 , 1012.8 , 0 
25.1 , 7 , 1.3 , 1009.1 , 0.0
23.6 , 7 , 1.9 , 1010.4 , 4.6
27.8 , 6 , 1.9 , 1009.4 , 0 
25.9 , 6 , 3.1 , 1006.4 , 0 
26.9 , 6 , 2.8 , 1003.9 , 0 
24.5 , 7 , 2.5 , 1003.5 , 1.9
26.5 , 5 , 3.1 , 1005.4 , 0 
22.8 , 7 , 2.8 , 1004.6 , 0.0
20.9 , 8 , 2.8 , 1000.4 , 6.3
25.5 , 5 , 3.1 , 1000.3 , 0 
23.9 , 7 , 4.9 , 999.9 , 0 
26.1 , 5 , 3.1 , 1004.5 , 0 
24.1 , 5 , 2.0 , 1008.1 , 0.0
23.4 , 7 , 1.2 , 1010.1 , 7.5
25.1 , 6 , 3.2 , 1009.9 , 0 
25.2 , 6 , 3.1 , 1009.5 , 0 
24.9 , 6 , 2.9 , 1009.3 , 4.5
22.3 , 8 , 4.8 , 1005.7 , 30.2
25.0 , 7 , 0.4 , 1003.8 , 0.1
24.2 , 8 , 1.5 , 1004.8 , 8.0
27.1 , 6 , 2.5 , 1005.5 , 6.0
29.0 , 6 , 3.0 , 1005.3 , 0 
30.2 , 5 , 2.6 , 1007.6 , 0 
20.5 , 9 , 4.7 , 1003.6 , 29.9
20.9 , 9 , 3.0 , 1007.1 , 21.4
25.3 , 7 , 0.9 , 1008.1 , 0 
27.2 , 6 , 2.4 , 1006.1 , 0 
27.8 , 7 , 1.4 , 1004.6 , 0.0
26.3 , 7 , 3.4 , 1004.2 , 2.9
26.8 , 7 , 3.4 , 1004.7 , 0.0
27.1 , 7 , 2.9 , 1006.7 , 0.5
27.0 , 8 , 1.7 , 1009.8 , 0.4
30.9 , 6 , 2.2 , 1008.0 , 0 
30.0 , 7 , 1.5 , 1009.2 , 0 
31.7 , 6 , 2.3 , 1010.4 , 0 
28.0 , 6 , 2.7 , 1014.7 , 0.0
30.3 , 5 , 4.5 , 1012.6 , 0 
30.4 , 6 , 1.4 , 1010.0 , 0.0
31.9 , 5 , 2.0 , 1009.5 , 0 
25.7 , 8 , 0.9 , 1013.4 , 67.4
28.9 , 7 , 1.1 , 1012.8 , 0.0
33.8 , 4 , 2.1 , 1010.5 , 0 
33.9 , 4 , 2.1 , 1008.7 , 0 
33.9 , 4 , 2.7 , 1007.4 , 0 
34.4 , 4 , 2.1 , 1006.1 , 0 
34.0 , 4 , 2.6 , 1004.1 , 0 
34.0 , 4 , 3.5 , 1002.5 , 0 
31.5 , 6 , 3.2 , 1001.0 , 0 
30.3 , 6 , 1.7 , 1001.0 , 0.0
31.0 , 6 , 2.9 , 1000.4 , 0 
32.0 , 5 , 2.5 , 998.6 , 0 
30.9 , 6 , 4.3 , 999.3 , 3.0
28.4 , 7 , 1.7 , 999.8 , 6.4
28.3 , 7 , 1.3 , 1003.4 , 1.7
30.0 , 6 , 2.4 , 1007.3 , 0.0
30.0 , 6 , 2.7 , 1007.2 , 0 
31.4 , 5 , 2.8 , 1004.1 , 0 
28.8 , 6 , 1.5 , 1001.3 , 0 
30.3 , 6 , 2.7 , 1002.2 , 0 
25.1 , 8 , 0.6 , 1003.5 , 12.5
31.0 , 5 , 2.7 , 1002.4 , 0 
28.8 , 6 , 2.6 , 1007.3 , 0 
29.7 , 6 , 2.4 , 1008.5 , 0.0
26.2 , 5 , 2.4 , 1008.1 , 0.0
28.5 , 6 , 1.7 , 1005.3 , 0 
27.3 , 5 , 3.1 , 1008.2 , 0 
29.9 , 5 , 1.3 , 1012.8 , 0 
29.8 , 5 , 3.5 , 1011.7 , 0 
25.5 , 7 , 2.6 , 1008.1 , 0.3
26.8 , 5 , 5.1 , 1009.4 , 5.6
28.7 , 5 , 1.4 , 1010.2 , 0 
28.5 , 5 , 2.6 , 1009.5 , 0.0
23.6 , 9 , 5.1 , 999.9 , 62.7
25.2 , 7 , 2.3 , 1008.6 , 0.0
22.1 , 9 , 3.1 , 1007.8 , 5.3
24.1 , 9 , 3.7 , 999.2 , 10.0
25.6 , 7 , 2.6 , 1006.1 , 0.3
26.8 , 8 , 3.4 , 1011.8 , 0.7
21.6 , 8 , 1.0 , 1013.1 , 0.9
25.0 , 7 , 2.3 , 1013.0 , 0 
24.6 , 7 , 2.4 , 1013.4 , 0.9
26.2 , 6 , 1.6 , 1015.8 , 0.0
18.1 , 9 , 3.9 , 1013.6 , 57.9
23.2 , 7 , 2.0 , 1009.5 , 0.8
24.9 , 6 , 1.1 , 1008.0 , 0 
26.3 , 4 , 2.8 , 1009.1 , 0 
25.2 , 4 , 3.0 , 1015.3 , 0 
24.4 , 5 , 4.7 , 1018.0 , 0 
23.0 , 6 , 3.0 , 1014.1 , 0.0
20.8 , 9 , 2.3 , 1005.4 , 25.9
23.8 , 7 , 2.8 , 1010.7 , 1.6
25.8 , 6 , 2.4 , 1012.4 , 0 
25.0 , 7 , 2.8 , 1012.4 , 0 
25.2 , 6 , 4.7 , 1012.3 , 0 
26.7 , 5 , 3.7 , 1012.8 , 0 
27.1 , 6 , 2.9 , 1015.5 , 0 
26.9 , 5 , 2.0 , 1013.7 , 0 
24.1 , 5 , 4.4 , 1015.6 , 0 
24.4 , 5 , 2.1 , 1010.7 , 0 
24.9 , 5 , 3.9 , 1008.8 , 0 
25.7 , 6 , 2.0 , 1014.3 , 0 
24.7 , 5 , 1.9 , 1014.3 , 0 
25.1 , 5 , 2.7 , 1008.5 , 0 
23.3 , 7 , 2.9 , 1003.9 , 41.6
21.3 , 7 , 2.8 , 1009.5 , 4.5
22.7 , 5 , 3.0 , 1017.3 , 0 
24.2 , 5 , 2.4 , 1021.5 , 0 
22.0 , 7 , 1.8 , 1022.1 , 0 
24.1 , 6 , 1.9 , 1018.4 , 0 
22.4 , 7 , 2.3 , 1014.0 , 0.0
21.8 , 7 , 1.4 , 1011.3 , 0.0
19.8 , 9 , 1.7 , 1007.9 , 13.1
22.7 , 7 , 0.2 , 1008.2 , 0 
22.5 , 6 , 2.9 , 1008.4 , 0 
22.5 , 6 , 0.7 , 1014.0 , 0 
24.7 , 5 , 1.8 , 1018.5 , 0 
24.0 , 8 , 3.8 , 1018.6 , 3.6
23.2 , 8 , 3.1 , 1019.7 , 0.0
18.6 , 8 , 2.8 , 1017.7 , 6.4
19.5 , 8 , 2.6 , 1016.6 , 4.6
19.1 , 9 , 2.1 , 1021.4 , 3.5
22.2 , 8 , 2.2 , 1020.0 , 0.4
18.2 , 9 , 3.0 , 1017.3 , 10.3
16.1 , 7 , 1.7 , 1021.8 , 0.3
18.5 , 6 , 2.8 , 1025.2 , 0 
21.4 , 6 , 1.4 , 1021.5 , 0 
19.8 , 6 , 2.7 , 1018.4 , 0 
20.0 , 7 , 1.4 , 1018.5 , 0.0
7.0 , 4 , 4.1 , 1025.8 , 0.0
7.6 , 3 , 2.2 , 1026.7 , 0 
13.8 , 5 , 2.5 , 1020.5 , 0 
10.4 , 5 , 3.0 , 1019.7 , 4.4
10.9 , 6 , 3.1 , 1020.5 , 0 
11.4 , 4 , 2.4 , 1019.3 , 0 
13.3 , 4 , 2.5 , 1023.4 , 0 
12.9 , 5 , 1.9 , 1027.7 , 0 
13.0 , 6 , 1.4 , 1024.8 , 0 
12.9 , 5 , 1.7 , 1022.0 , 0 
14.9 , 7 , 2.3 , 1019.1 , 0 
13.8 , 4 , 2.1 , 1019.6 , 0.0
14.6 , 5 , 1.0 , 1023.2 , 0 
15.5 , 5 , 0.2 , 1023.7 , 0 
15.3 , 5 , 1.6 , 1023.3 , 0 
15.7 , 6 , 1.0 , 1022.7 , 0 
13.3 , 7 , 2.2 , 1023.1 , 0 
12.5 , 6 , 2.0 , 1021.2 , 0 
13.3 , 6 , 1.8 , 1018.0 , 0 
13.2 , 7 , 0.8 , 1020.0 , 0.0
15.1 , 5 , 1.3 , 1020.0 , 0 
15.9 , 5 , 1.3 , 1020.7 , 0 
17.0 , 5 , 0.5 , 1017.7 , 0 
5.0 , 8 , 2.6 , 1013.6 , 25.5
6.2 , 7 , 2.7 , 1008.3 , 2.0
5.6 , 7 , 3.3 , 1008.9 , 0.3
5.8 , 6 , 2.7 , 1012.0 , 0.0
5.4 , 5 , 2.4 , 1018.2 , 0 
10.4 , 6 , 1.5 , 1017.9 , 0 
12.3 , 6 , 1.9 , 1017.7 , 0 
11.4 , 6 , 1.8 , 1021.6 , 0 
9.3 , 6 , 2.5 , 1024.5 , 0 
8.5 , 5 , 0.6 , 1022.8 , 0 
14.0 , 8 , 3.0 , 1016.4 , 0.0
13.1 , 8 , 1.6 , 1017.8 , 0 
10.8 , 6 , 2.2 , 1021.5 , 0 
11.7 , 6 , 1.7 , 1013.4 , 0 
1.1 , 5 , 3.4 , 1018.6 , 1.3
0.6 , 6 , 3.2 , 1018.0 , 0 
7.2 , 6 , 2.0 , 1015.8 , 0.0
5.9 , 4 , 2.1 , 1020.6 , 0 
3.8 , 6 , 2.4 , 1028.3 , 0.0
4.6 , 4 , 2.3 , 1035.2 , 0 
7.0 , 4 , 0.3 , 1031.9 , 0 
10.3 , 6 , 1.2 , 1024.6 , 0 
3.8 , 7 , 5.3 , 1010.8 , 27.2
-1.2 , 5 , 3.8 , 1024.1 , 0 
4.7 , 7 , 2.1 , 1014.9 , 0.0
0.5 , 4 , 2.9 , 1021.5 , 0.4
3.2 , 4 , 2.5 , 1027.0 , 0 
5.3 , 4 , 0.7 , 1028.2 , 0 
8.0 , 5 , 1.4 , 1026.8 , 0 
8.5 , 6 , 2.0 , 1030.2 , 0 
8.1 , 5 , 1.4 , 1031.9 , 0 
7.5 , 6 , 2.6 , 1027.7 , 0 
7.2 , 8 , 1.6 , 1025.9 , 0.7
5.9 , 7 , 1.9 , 1025.3 , 0 
-1.8 , 4 , 3.8 , 1028.0 , 0 
-0.8 , 4 , 1.4 , 1026.8 , 0 
5.7 , 8 , 1.3 , 1019.3 , 0.3
7.7 , 8 , 2.4 , 1020.2 , 2.1
7.1 , 6 , 2.2 , 1016.8 , 0 
-8.8 , 4 , 4.5 , 1027.6 , 0 
-3.8 , 9 , 2.5 , 1021.8 , 1.6
1.0 , 7 , 1.6 , 1021.2 , 0.2
8.2 , 7 , 1.3 , 1015.3 , 0.0
4.4 , 3 , 2.4 , 1019.3 , 0 
3.7 , 4 , 3.2 , 1024.2 , 0 
3.9 , 5 , 0.5 , 1023.8 , 0 
-2.8 , 6 , 3.5 , 1024.0 , 0.2
-12.1 , 4 , 3.6 , 1034.6 , 0 
-10.1 , 4 , 3.0 , 1033.7 , 0 
-4.0 , 7 , 2.1 , 1029.9 , 0.0
-1.0 , 6 , 2.8 , 1026.1 , 0 
2.3 , 5 , 3.8 , 1018.2 , 0.2
-2.5 , 4 , 4.7 , 1025.6 , 0.0
-6.4 , 3 , 2.2 , 1032.3 , 0 
